GrossStrokeLength,Fillage,YesterdaysAverageSPM,gas_anchor_length,MAX_INCLINATION,AVG_PRESS_FLOWLINE,AVG_PRESSURE_TUBING,AVG_PRESSURE_CASING,AVG_LIQUID_VOLUME,AVG_WATERSG,FAILED,lifetime_duration_days,WaterRatio,chemgroup1_score,chemgroup2_score,bha_configuration_PACKER_DONNAN,bha_configuration_PACKER_TAC_DONNAN,bha_configuration_TAC_ABOVE_NIP,bha_configuration_TAC_BELOW_NIP,bha_configuration_UNKNOWN,ROUTE_870,ROUTE_871,ROUTE_872,ROUTE_873,ROUTE_874,ROUTE_875,ROUTE_880,ROUTE_881,ROUTE_882,ROUTE_883,ROUTE_884,ROUTE_885,ROUTE_886,ROUTE_900,ROUTE_901,ROUTE_902,ROUTE_903,ROUTE_904,ROUTE_905,risk_score
1.123239248413214,0.33227309171273073,0.4850642836295218,0.4800039663313175,-0.35711515282111644,-0.9133562264938166,-0.3203844863402926,-0.38408172294198095,-0.5359782035365106,-0.3544100923601605,1,330.96,-0.8912646902852273,0.6852215335261876,-0.4148691169399957,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.8826195452043217
0.6512924571948776,-0.17848114031488235,0.8238428111269097,0.28064261903646237,-0.3947569012215197,0.10169041636290047,-0.2874159933039083,-0.7138050496505036,-0.3986388878690237,-0.3544100923601605,0,97.62,-0.515117048813079,-0.8657013053065707,-0.4148691169399957,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.9282337823282981
-0.03856447249903878,0.15477029799111092,0.18853994796045617,0.4972150178963406,-0.28968114451388505,0.07647213870656216,0.700540866998041,1.4964592985868896,-0.03737110244139283,-0.3544100923601605,0,127.0,-1.4510169681611065,-0.8657013053065707,-0.4148691169399957,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1.2772010998333234
0.45348154076630387,0.07374622055626188,0.2735791177403227,0.2820768733335474,-0.39598754712848594,0.03112408707700052,-0.32685805587234384,-0.30661616199962616,0.3550225509100285,-0.3544100923601605,1,297.54,0.017625386082050047,0.6852215335261876,-0.4148691169399957,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1.2512848401268524
0.416732362253873,0.4753078499278064,-0.7317052536833558,-0.02198503764853328,-0.0321261779217949,-0.13942668745353873,0.13341162851516572,-0.26167018120081353,-0.5517467449614352,-0.3544100923601605,1,737.86,0.5441478690757454,0.6852215335261876,-0.4148691169399957,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9516205894015773
-0.004283521590464066,-0.8134288088062483,0.9558071136307389,-0.013379511866021739,-0.445182817694121,0.032496669049158336,-0.23081339200707374,-0.11534251368558139,-0.5161072639126014,1.2477241555826888,0,1117.07,-0.8343605040542434,0.6852215335261876,-0.4148691169399957,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3577060610477639
-0.4863364463065546,-0.09957620531229576,0.2735791177403227,-0.0248535462427038,-0.5020757048653595,0.06660846988379898,-0.20927480298639675,-0.05075971561225533,-0.3229748641890523,-0.3544100923601605,1,485.21,-0.6784560857992964,0.6852215335261876,-0.4148691169399957,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.7642203198487223
0.28323016269128815,0.43467548684237506,-0.2839698543368294,-0.02055078335144828,0.9545190804648579,2.0658229120721683,0.4054943523718862,0.33224966486712404,0.2291915271031951,-0.3544100923601605,1,1102.65,-0.7035934410857543,0.6852215335261876,-0.4148691169399957,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.937289618786557
-0.03856447249903878,0.42731972803540175,-0.2839698543368294,-0.006208240380595197,-0.2689501878480388,-0.3213468833603125,-0.009068101825991964,0.19963327862460345,0.22106730415496875,-0.3544100923601605,1,281.6,0.5883208017153092,-0.8657013053065707,-0.4148691169399957,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,2.655084985118224
-0.03856447249903878,-0.4247929712962893,0.18853994796045617,0.49434650930217006,0.20444785733399237,-0.19798644418560363,0.06990508121480317,0.2457557052519695,-0.015515179261662671,-0.3544100923601605,1,338.11,0.6351642873941913,0.6852215335261876,0.7337418418080202,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0155410449296682
-0.27476643218575514,0.28838141129291767,-1.2133476938159309,0.29211665341314447,-0.4660390774755088,-1.2749686976066066,-0.2381971085691304,-0.367313245895494,-0.5978181967661499,1.2477241555826888,1,1435.69,-0.5022499109578731,2.2361443723589463,1.302883431246761,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.3178162086301224
-0.43491466197516226,0.4307591635331964,-0.43356262431014064,-0.01481376616310674,-0.3996704239230625,-0.3231603293304647,0.5812608377937574,0.8579436708460415,0.7207305668127975,-0.3544100923601605,0,281.23,0.25682242948486605,0.6852215335261876,-0.4148691169399957,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.904108343377528
-0.41162503226328917,-0.24840198192503915,-0.36156088460973523,0.49434650930217006,-0.2290634921157764,-0.10145151147571986,-0.254093418071501,-0.27751441303033836,-0.5998011265113168,-0.3544100923601605,1,444.42,0.861319459747076,0.6852215335261876,-0.4148691169399957,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.7406919957692032
-0.3671838006482821,0.008898435181192366,0.424622066284901,0.03395087993779303,0.15873262704917673,0.8962510574432345,-0.11663242526326756,-0.18410969385530365,-0.30248130057723915,-0.2072156640885637,0,693.4,-0.2311660865399817,0.6852215335261876,-0.4148691169399957,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.6379858256229458
0.4369022695785197,-0.14555117123904027,0.6717780330522191,-0.023419291945618797,-0.16917266406961026,-0.6267487186337759,-0.33773113853947434,-0.39793376294238214,0.2716339110247063,-0.3544100923601605,1,231.54,0.96738230229848,0.6852215335261876,-0.4148691169399957,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.4282062835483393
-0.03856447249903878,0.5175657322358034,-0.10799421159653289,0.5029520350846821,0.7542158434133761,-3.260047470265944,0.40259136465914397,0.900795784025162,1.0517073454421528,-0.3544100923601605,1,299.0,1.133332936539856,-0.8657013053065707,1.302883431246761,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2.6856581970797557
-0.3702079440590812,0.38510908058611154,-0.5007264990319898,-0.019116529054362768,-0.2591266714366507,0.07647213870656216,-0.11724288322145598,-0.19103315111686756,-0.2960411195698626,-0.3544100923601605,1,127.88,0.9431178452505141,0.6852215335261876,-0.4148691169399957,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0967451997288207
-0.03856447249903878,-0.18004730270924946,-0.5007264990319898,0.2849453819277184,-0.36221667422457593,-1.601903562948113,-0.14605270203224918,-0.36801873074054664,-0.548995467960116,-0.3544100923601605,1,555.4,0.2548480109913224,0.6852215335261876,-0.4148691169399957,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8512688368780403
-0.03856447249903878,-0.6725329919053251,0.18853994796045617,0.2835111276306329,-0.43813293506433876,0.07647213870656216,-0.25779421146815723,0.32249244327709053,-0.41407599450835675,-0.3544100923601605,1,438.44,-0.7813663367132756,-0.8657013053065707,1.302883431246761,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7112704673940624
-0.03856447249903878,0.15477029799111092,0.18853994796045617,0.40972550577413813,-0.35711515282111644,0.07647213870656216,-0.5717461636167235,-0.5787803366867004,0.31629404914282977,-0.3544100923601605,1,201.0,-0.6519879309763458,-0.8657013053065707,-0.4148691169399957,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1.522442694262037
-0.03856447249903878,0.15477029799111092,0.18853994796045617,0.5201630866497052,-0.4428383748003001,0.07647213870656216,-0.8631291679937585,-0.7369500129585702,-0.4113786048096658,-0.3544100923601605,1,445.0,-1.3613485788694728,-0.8657013053065707,-0.4148691169399957,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.2468209235489576
-0.03856447249903878,-0.10347835100849959,0.18853994796045617,-0.006208240380595197,0.09599604216914319,0.07647213870656216,-0.01976571697443949,0.909764755687117,0.6579733457449635,-0.3544100923601605,1,154.19,-1.0265577468389215,-0.8657013053065707,0.7337418418080202,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.4019171965998247
-0.03856447249903878,0.4770808171381034,-0.781980843740429,0.28637963622480345,0.15873262704917673,-0.9554815908637402,-0.5798981357218049,-0.19440845237366566,-0.8147467856269076,-0.3544100923601605,1,214.21,3.140025051193667,0.6852215335261876,-0.4148691169399957,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1.835681504436483
-0.4770672582726812,-0.3848614872047006,-0.6787676015929404,0.2849453819277184,0.10426259169895473,0.411241895919863,-0.1613582531013582,-0.27392461675610214,-0.16907334504644153,-0.3544100923601605,1,977.27,-0.4154108298538612,0.6852215335261876,-0.4148691169399957,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.5552540695501897
0.4320330936450003,0.2055119048907716,0.2735791177403227,-0.013379511866021739,-0.4521833472094973,-0.02863590522627853,-0.11195198515589251,-0.17129013039527768,-0.33126212511177616,-0.3544100923601605,1,468.79,-0.2018057042292191,0.6852215335261876,-0.4148691169399957,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0049259659375147
-1.1130936248683798,-1.4859776909243312,1.0723696013284718,-0.02628780053978931,-0.5590447420098301,0.22272921212947278,0.3253322354970742,-0.17568481626963833,0.6815639230920681,1.2477241555826888,0,297.92,-0.4810232223788339,-0.8657013053065707,-0.4148691169399957,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.7297927217837676
0.01636547148075499,0.3381698121356207,0.4923691359685953,-2.0543233766183864,-0.3481243831456719,-0.6026515087464815,0.10513853716678952,-0.5494985069420717,0.4274304544959762,-0.3544100923601605,1,403.09,2.0826690972839548,0.6852215335261876,-0.4148691169399957,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1.364720455191237
-0.07783081659575204,0.4387663890869058,0.18853994796045617,-0.011945257568936227,0.1649500955815652,0.5552526849765652,0.2564157312071049,0.30106310637093747,0.8296509476481613,-0.3544100923601605,1,448.46,0.6457920632202541,0.6852215335261876,-0.4148691169399957,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1.757333337605808
-0.03856447249903878,0.083209670086439,0.9137247680203364,0.2777741104422919,-0.39598754712848594,0.937441167133057,0.062431218442861675,-0.029969690501114442,0.3729957653890963,-0.3544100923601605,1,408.59,-0.5545612842660127,-0.8657013053065707,0.7337418418080202,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.9456067646997758
0.06000813021118871,0.5080839101936235,0.5558163059294676,-0.01481376616310674,-0.32462710822311547,0.6398607570433896,-0.05509649286859593,-0.35731549453493205,0.2080319281345636,1.1941267675733453,0,358.22,2.2280434544496273,2.2361443723589463,-0.4148691169399957,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.7053789409851932
-0.0406326906406576,0.44797042500664186,-0.43356262431014064,-0.0248535462427038,-0.44868920836598714,-0.11171428396096861,0.49083036680309633,-0.22769239604797717,-0.5068455317631668,-0.3544100923601605,0,1037.73,0.8656184363904282,0.6852215335261876,-0.4148691169399957,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9649863704883852
-0.26310465728658344,-0.27693357185955936,0.18853994796045617,0.27490560184812135,-0.3984443047722089,-2.1959612029288254,-0.6526144138118045,0.45049143521110907,-0.04651050780966901,-0.3544100923601605,1,391.9,-0.2569187812119729,0.6852215335261876,-0.4148691169399957,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1.5894001478300879
-0.7389480291007604,-1.2829121921647961,0.8697934026743782,0.3867774370207735,-0.3823664206532049,-1.7165279303723746,-0.028287848288992543,-0.33931908587407167,-0.5357017427452262,1.2477241555826888,1,342.0,0.7072018118116795,0.6852215335261876,-0.4148691169399957,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.47465129185438215
-0.03856447249903878,0.16530884989540356,0.18853994796045617,-2.4774283942585464,-0.32065665123460435,0.07647213870656216,-0.07246345520270714,-0.26787940134089894,-0.22037986993715886,-0.3544100923601605,1,274.09,-0.7502546096155783,-0.8657013053065707,0.7337418418080202,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.742130094632342
-0.03856447249903878,0.15477029799111092,0.18853994796045617,0.4972150178963406,-0.2492056953624588,0.07647213870656216,-0.42297461351554766,-0.022268920201397684,-0.5529721956832223,-0.3544100923601605,1,846.0,-0.7957013997546081,-0.8657013053065707,-0.4148691169399957,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1.209413745229007
0.26990946565523377,0.2230171826801813,-0.43356262431014064,-0.006208240380595197,0.26792911383856277,-0.2942814930138265,-0.34632323508178076,-0.2375267850100898,-0.11759400339416982,1.1941267675733453,0,170.17,1.4851361403936172,-0.8657013053065707,-0.4148691169399957,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.4044320458481536
-0.31269358442759837,0.45720402001693916,-0.43356262431014064,-0.02055078335144828,-0.49430291022247863,-0.40869488232611967,-0.39628780906130223,-0.3831630836758457,0.22683313500142263,-0.3544100923601605,0,48.59,0.45810701499321477,-0.8657013053065707,-0.4148691169399957,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1.9446452593847696
-0.5777554021038046,0.42919799471681785,0.6717780330522191,0.28637963622480345,-0.3984443047722089,0.4126239317790495,-0.1256613367731267,-0.4179669451843532,-0.11105459507857061,-0.3544100923601605,0,1905.73,1.623339792404123,2.2361443723589463,1.302883431246761,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.5904457851477087
-0.20586253000585555,-0.8222107765607062,0.2735791177403227,-0.02198503764853328,-0.3984443047722089,-0.3066120142289466,0.13556036660737183,0.00033008876503226787,-0.3599755344742078,-0.3544100923601605,0,1127.9,0.624309641147732,0.6852215335261876,-0.4148691169399957,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7307324646913914
-0.5296748854370106,-0.7469819406172775,-1.2447035623237457,0.2906823991160595,-0.4545060087044876,-2.0361211382934066,-0.6299529462874762,-0.6078373224845379,-0.7474184496038269,1.2477241555826888,0,245.15,-0.9126766796501107,-0.8657013053065707,-0.4148691169399957,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4897890693514399
-0.03856447249903878,0.07630148284174076,0.09559175844537235,-0.02198503764853328,-0.2772942136833022,0.28387885781242167,-0.04734521510209057,0.19598950915794489,0.3596461287769004,-0.3544100923601605,1,469.99,-0.30531876829711746,0.6852215335261876,0.7337418418080202,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1.058907568532098
0.11583335753488018,-0.24504071020509044,-0.43356262431014064,-0.017682274757277766,-0.3710821879661549,0.026147873807443694,-0.24090903853268145,-0.333465774339354,-0.00017702892141166962,-0.3544100923601605,1,255.15,0.9294633204334747,0.6852215335261876,-0.4148691169399957,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.1717911350361598
-0.44324966175567654,-0.3550602842667258,0.7250772703193457,0.4900437464109146,0.39508834124765535,0.26333644547513935,-0.30343315095753376,-0.19452840183424105,-0.41938733028384684,-0.3544100923601605,0,545.09,-0.010137705467153483,0.6852215335261876,-0.4148691169399957,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.5973995933650347
-0.7420919654852106,-0.44616721768138556,-0.43356262431014064,-0.0248535462427038,-0.5020757048653595,0.34928227656333843,-0.22158291444248995,-0.3210950187008474,-0.5214526232333115,-0.3544100923601605,0,453.11,-1.2178441451685003,0.6852215335261876,-0.4148691169399957,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.4299641575515493
-1.2280603903452123,-1.4859776909243312,0.424622066284901,0.2820768733335474,-0.14417454647533318,-0.23311103517669882,-0.3575234309644614,-0.2456002228562502,-0.361437072248394,1.2477241555826888,1,59.61,2.1923840605354856,-0.8657013053065707,-0.4148691169399957,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.8646628143348988
-0.8352428669953816,-1.4859776909243312,0.6154772568888204,0.3351442823257032,-0.445182817694121,0.35903515127120905,-0.13819615092024012,-0.10898067902948666,0.3070914465146154,-0.3544100923601605,0,230.75,-0.062162211131795486,0.6852215335261876,-0.4148691169399957,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.9969694598278924
-0.03856447249903878,-0.07095771394251324,0.2488178875638868,0.2849453819277184,-0.12822731864341216,0.07647213870656216,-0.11716218241733217,0.06195248125176402,-0.2180161810925525,-0.3544100923601605,1,911.5,-0.20953506418070383,0.6852215335261876,1.302883431246761,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7021315710028355
0.31431648116889027,0.440284351546619,0.6717780330522191,-0.0248535462427038,0.7192273838827699,1.010064226949557,0.387191738104401,-0.1832473077968834,0.806645839044869,-0.3544100923601605,1,470.43,1.2721304970232585,0.6852215335261876,-0.4148691169399957,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1.2445386140077643
0.7273251962726818,0.12844508504639207,-0.10799421159653289,-0.017682274757277766,-0.614920571074853,-0.14332468150677247,-0.1125026481565777,-0.36387310030491715,0.06505600675555316,-0.3544100923601605,1,151.53,1.60686102716007,0.6852215335261876,-0.4148691169399957,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.5176676578125134
0.12285165283782497,0.3113561327793254,-0.5636618992577244,0.2849453819277184,-0.40333978689069616,0.07647213870656216,-0.11724288322145598,-0.19103315111686756,-0.5782244504276008,-0.3544100923601605,1,260.29,-0.8214247223437416,0.6852215335261876,-0.4148691169399957,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.815731402819473
-0.03856447249903878,0.15477029799111092,0.18853994796045617,-0.02055078335144828,0.5911937866560572,0.6589380889454973,0.5425517126867532,1.9971547272793613,1.1467667302958848,-0.3544100923601605,1,222.75,-0.11466868624893871,-0.8657013053065707,-0.4148691169399957,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1.799060774667815
-0.03856447249903878,0.15477029799111092,0.18853994796045617,0.3021564334927415,-0.4428383748003001,0.07647213870656216,-0.7928767621389445,-0.6122182533654159,-0.7269349934327105,-0.3544100923601605,1,97.0,-0.16015036973319338,-0.8657013053065707,-0.4148691169399957,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1.3032400705403453
-0.03856447249903878,0.4833588469100856,0.18853994796045617,-2.4774283942585464,-0.4214873152757128,0.07647213870656216,-0.22726343189555112,0.044845914917036954,-0.14101674091427518,-0.3544100923601605,0,305.25,-0.5519988427648067,-0.8657013053065707,-0.4148691169399957,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1.4347298918833444
-0.03856447249903878,0.15477029799111092,0.18853994796045617,-2.4774283942585464,1.0362191435999533,0.07647213870656216,-0.8631291679937585,-0.7369500129585702,-0.6094614821187705,-0.3544100923601605,1,247.0,-1.725989337263398,-0.8657013053065707,-0.4148691169399957,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9099939458311017
-0.03856447249903878,0.002628978665055834,-0.2839698543368294,-2.4774283942585464,-0.31932965459879964,0.9467666445309311,-0.17280010239189345,0.5045172262869332,0.7306155789792134,-0.3544100923601605,1,298.28,-0.43698298567570276,-0.8657013053065707,-0.4148691169399957,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.5002604526469143
0.5012602194236871,-0.09208457448224772,-0.8298493344909111,0.28781389052188894,-0.4660390774755088,0.39595802120506485,-0.23596529956401935,-0.2948521655628565,-0.581336249055876,1.2477241555826888,1,1197.65,-0.875168553187396,0.6852215335261876,0.7337418418080202,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.3158707563444652
-0.03856447249903878,0.15477029799111092,0.18853994796045617,-2.4774283942585464,0.22508688144421854,0.07647213870656216,0.10183860330836261,0.2921004139485381,0.3663757580162463,-0.3544100923601605,1,131.04,-0.7595295450542434,-0.8657013053065707,0.7337418418080202,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1.0787231566139357
-1.0515773282847551,-0.01520075275018488,-0.43356262431014064,0.2835111276306329,-0.4694732194152955,-0.028477909689817105,-0.18535053799962187,-0.24894440376087137,-0.06209843943529105,-0.3544100923601605,0,371.51,-0.5725593932305424,0.6852215335261876,-0.4148691169399957,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.7381880735838574
